country,date,confirmed_cases,deaths,new_cases,new_deaths
Brazil,2020-01-23,0,0,0,0
Brazil,2020-01-24,0,0,0,0
Brazil,2020-01-25,0,0,0,0
Brazil,2020-01-26,0,0,0,0
Brazil,2020-01-27,0,0,0,0
Brazil,2020-01-28,0,0,0,0
Brazil,2020-01-29,0,0,0,0
Brazil,2020-01-30,0,0,0,0
Brazil,2020-01-31,0,0,0,0
Brazil,2020-02-01,0,0,0,0
Brazil,2020-02-02,0,0,0,0
Brazil,2020-02-03,0,0,0,0
Brazil,2020-02-04,0,0,0,0
Brazil,2020-02-05,0,0,0,0
Brazil,2020-02-06,0,0,0,0
Brazil,2020-02-07,0,0,0,0
Brazil,2020-02-08,0,0,0,0
Brazil,2020-02-09,0,0,0,0
Brazil,2020-02-10,0,0,0,0
Brazil,2020-02-11,0,0,0,0
Brazil,2020-02-12,0,0,0,0
Brazil,2020-02-13,0,0,0,0
Brazil,2020-02-14,0,0,0,0
Brazil,2020-02-15,0,0,0,0
Brazil,2020-02-16,0,0,0,0
Brazil,2020-02-17,0,0,0,0
Brazil,2020-02-18,0,0,0,0
Brazil,2020-02-19,0,0,0,0
Brazil,2020-02-20,0,0,0,0
Brazil,2020-02-21,0,0,0,0
Brazil,2020-02-22,0,0,0,0
Brazil,2020-02-23,0,0,0,0
Brazil,2020-02-24,0,0,0,0
Brazil,2020-02-25,0,0,0,0
Brazil,2020-02-26,1,0,1,0
Brazil,2020-02-27,1,0,0,0
Brazil,2020-02-28,1,0,0,0
Brazil,2020-02-29,2,0,1,0
Brazil,2020-03-01,2,0,0,0
Brazil,2020-03-02,2,0,0,0
Brazil,2020-03-03,2,0,0,0
Brazil,2020-03-04,4,0,2,0
Brazil,2020-03-05,4,0,0,0
Brazil,2020-03-06,13,0,9,0
Brazil,2020-03-07,13,0,0,0
Brazil,2020-03-08,20,0,7,0
Brazil,2020-03-09,25,0,5,0
Brazil,2020-03-10,31,0,6,0
Brazil,2020-03-11,38,0,7,0
Brazil,2020-03-12,52,0,14,0
Brazil,2020-03-13,151,0,99,0
Brazil,2020-03-14,151,0,0,0
Brazil,2020-03-15,162,0,11,0
Brazil,2020-03-16,200,0,38,0
Brazil,2020-03-17,321,1,121,1
Brazil,2020-03-18,372,3,51,2
Brazil,2020-03-19,621,6,249,3
Brazil,2020-03-20,793,11,172,5
Brazil,2020-03-21,1021,15,228,4
Brazil,2020-03-22,1546,25,525,10
Brazil,2020-03-23,1924,34,378,9
Brazil,2020-03-24,2247,46,323,12
Brazil,2020-03-25,2554,59,307,13
Brazil,2020-03-26,2985,77,431,18
Brazil,2020-03-27,3417,92,432,15
Brazil,2020-03-28,3904,111,487,19
Brazil,2020-03-29,4256,136,352,25
Brazil,2020-03-30,4579,159,323,23
Brazil,2020-03-31,5717,201,1138,42
Brazil,2020-04-01,6836,240,1119,39
Brazil,2020-04-02,8044,324,1208,84
Brazil,2020-04-03,9056,359,1012,35
Brazil,2020-04-04,10360,445,1304,86
Brazil,2020-04-05,11130,486,770,41
Brazil,2020-04-06,12161,564,1031,78
Brazil,2020-04-07,14034,686,1873,122
Brazil,2020-04-08,16170,819,2136,133
Brazil,2020-04-09,18092,950,1922,131
Brazil,2020-04-10,19638,1057,1546,107
Brazil,2020-04-11,20727,1124,1089,67
Brazil,2020-04-12,22192,1223,1465,99
Brazil,2020-04-13,23430,1328,1238,105
Brazil,2020-04-14,25262,1532,1832,204
Brazil,2020-04-15,28320,1736,3058,204
Brazil,2020-04-16,30425,1924,2105,188
Brazil,2020-04-17,33682,2141,3257,217
Brazil,2020-04-18,36658,2354,2976,213
Brazil,2020-04-19,38654,2462,1996,108
Brazil,2020-04-20,40743,2587,2089,125
Brazil,2020-04-21,43079,2741,2336,154
Brazil,2020-04-22,45757,2906,2678,165
Brazil,2020-04-23,50036,3331,4279,425
Brazil,2020-04-24,54043,3704,4007,373
Brazil,2020-04-25,59324,4057,5281,353
Brazil,2020-04-26,63100,4286,3776,229
Brazil,2020-04-27,67446,4603,4346,317
Brazil,2020-04-28,73235,5083,5789,480
Brazil,2020-04-29,79685,5513,6450,430
Brazil,2020-04-30,87187,6006,7502,493
Brazil,2020-05-01,92202,6412,5015,406
Brazil,2020-05-02,97100,6761,4898,349
Brazil,2020-05-03,101826,7051,4726,290
Brazil,2020-05-04,108620,7367,6794,316
Brazil,2020-05-05,115455,7938,6835,571
Brazil,2020-05-06,126611,8588,11156,650
Brazil,2020-05-07,135773,9190,9162,602
Brazil,2020-05-08,146894,10017,11121,827
Brazil,2020-05-09,156061,10656,9167,639
Brazil,2020-05-10,162699,11123,6638,467
Brazil,2020-05-11,169594,11653,6895,530
Brazil,2020-05-12,178214,12461,8620,808
Brazil,2020-05-13,190137,13240,11923,779
Brazil,2020-05-14,203165,13999,13028,759
Brazil,2020-05-15,220291,14962,17126,963
Brazil,2020-05-16,233511,15662,13220,700
Brazil,2020-05-17,241080,16118,7569,456
Brazil,2020-05-18,255368,16853,14288,735
Brazil,2020-05-19,271885,17983,16517,1130
Brazil,2020-05-20,294624,19059,22739,1076
Brazil,2020-05-21,312761,20128,18137,1069
Brazil,2020-05-22,334568,21159,21807,1031
Brazil,2020-05-23,351565,22205,16997,1046
Brazil,2020-05-24,366033,22863,14468,658
Brazil,2020-05-25,378840,23590,12807,727
Brazil,2020-05-26,395167,24644,16327,1054
Brazil,2020-05-27,415366,25705,20199,1061
Brazil,2020-05-28,443703,26895,28337,1190
Brazil,2020-05-29,470593,28032,26890,1137
Brazil,2020-05-30,502914,28896,32321,864
Brazil,2020-05-31,516137,29367,13223,471
Brazil,2020-06-01,531286,30108,15149,741
Brazil,2020-06-02,562963,31473,31677,1365
Brazil,2020-06-03,589048,32667,26085,1194
Brazil,2020-06-04,621002,34177,31954,1510
Brazil,2020-06-05,653103,35253,32101,1076
Brazil,2020-06-06,676893,36054,23790,801
Brazil,2020-06-07,694881,36530,17988,476
Brazil,2020-06-08,712219,37393,17338,863
Brazil,2020-06-09,743917,38586,31698,1193
Brazil,2020-06-10,777707,39824,33790,1238
Brazil,2020-06-11,806399,41092,28692,1268
Brazil,2020-06-12,830681,41935,24282,843
Brazil,2020-06-13,851911,42792,21230,857
Brazil,2020-06-14,868705,43426,16794,634
Brazil,2020-06-15,893322,44190,24617,764
Brazil,2020-06-16,930305,45522,36983,1332
Brazil,2020-06-17,961230,46707,30925,1185
Brazil,2020-06-18,986750,47946,25520,1239
Brazil,2020-06-19,1042809,49118,56059,1172
Brazil,2020-06-20,1106332,50100,63523,982
Brazil,2020-06-22,1114728,51445,28192,762
Brazil,2020-06-23,1154255,52851,39527,1406
Brazil,2020-06-24,1195288,53955,41033,1104
Brazil,2020-06-25,1236752,55135,41464,1180
Brazil,2020-06-26,1281636,56128,44884,993
Brazil,2020-06-27,1318556,57159,36920,1031
Brazil,2020-06-28,1351439,57753,32883,594
Brazil,2020-06-29,1372989,58475,21550,722
Brazil,2020-06-30,1412669,59792,39680,1317
Brazil,2020-07-01,1459494,60878,46825,1086
Brazil,2020-07-02,1503895,62137,44401,1259
Brazil,2020-07-03,1546935,63350,43040,1213
Brazil,2020-07-04,1580502,64410,33567,1060
Brazil,2020-07-05,1605695,64968,25193,558
Brazil,2020-07-06,1630149,65653,24454,685
Brazil,2020-07-07,1676848,66953,46699,1300
Brazil,2020-07-08,1722098,68126,45250,1173
Brazil,2020-07-09,1765060,69348,42962,1222
Brazil,2020-07-10,1809371,70646,44311,1298
Brazil,2020-07-11,1844318,71578,34947,932
Brazil,2020-07-12,1867976,72195,23658,617
Brazil,2020-07-13,1890869,73030,22893,835
Brazil,2020-07-14,1933791,74324,42922,1294
Brazil,2020-07-15,1973933,75604,40142,1280
Brazil,2020-07-16,2017616,76903,43683,1299
Brazil,2020-07-17,2052234,78026,34618,1123
Brazil,2020-07-18,2077987,78870,25753,844
Brazil,2020-07-19,2101399,79578,23412,708
Brazil,2020-07-20,2124152,80346,22753,768
Brazil,2020-07-21,2171079,81663,46927,1317
Brazil,2020-07-22,2237229,82959,66150,1296
Brazil,2020-07-23,2294555,84272,57326,1313
Brazil,2020-07-24,2351458,85437,56903,1165
Brazil,2020-07-25,2398993,86536,47535,1099
Brazil,2020-07-26,2421666,87117,22673,581
Brazil,2020-07-27,2449677,87802,28011,685
Brazil,2020-07-28,2503681,89060,54004,1258
Brazil,2020-07-29,2559132,90259,55451,1199
Brazil,2020-07-30,2617187,91461,58055,1202
Brazil,2020-07-31,2670451,92728,53264,1267
Brazil,2020-08-01,2711992,93669,41541,941
Brazil,2020-08-02,2736058,94193,24066,524
Brazil,2020-08-03,2756164,94795,20106,602
Brazil,2020-08-04,2812447,96153,56283,1358
Brazil,2020-08-05,2868616,97519,56169,1366
Brazil,2020-08-06,2922605,98745,53989,1226
Brazil,2020-08-07,2972008,99830,49403,1085
Brazil,2020-08-08,3018397,100657,46389,827
Brazil,2020-08-09,3041127,101226,22730,569
Brazil,2020-08-10,3067633,102015,26506,789
Brazil,2020-08-11,3118153,103209,50520,1194
Brazil,2020-08-12,3173107,104393,54954,1184
Brazil,2020-08-13,3233820,105635,60713,1242
Brazil,2020-08-14,3283227,106642,49407,1007
Brazil,2020-08-15,3320108,107365,36881,723
Brazil,2020-08-16,3343114,107952,23006,587
Brazil,2020-08-17,3367511,108748,24397,796
Brazil,2020-08-18,3416775,110100,49264,1352
Brazil,2020-08-19,3465378,111263,48603,1163
Brazil,2020-08-20,3508352,112500,42974,1237
Brazil,2020-08-21,3540678,113551,32326,1051
Brazil,2020-08-22,3586586,114379,45908,828
Brazil,2020-08-23,3608459,114834,21873,455
Brazil,2020-08-24,3631972,115557,23513,723
Brazil,2020-08-25,3678279,116760,46307,1203
Brazil,2020-08-26,3726431,117839,48152,1079
Brazil,2020-08-27,3768691,118824,42260,985
Brazil,2020-08-28,3812779,119673,44088,849
Brazil,2020-08-29,3850070,120570,37291,897
Brazil,2020-08-30,3864604,120971,14534,401
Brazil,2020-08-31,3914829,121618,50225,647
Brazil,2020-09-01,3959158,122768,44329,1150
Brazil,2020-09-02,4005611,123972,46453,1204
Brazil,2020-09-03,4052420,124839,46809,867
Brazil,2020-09-04,4091959,125688,39539,849
Brazil,2020-09-05,4125816,126292,33857,604
Brazil,2020-09-06,4140488,126750,14672,458
Brazil,2020-09-07,4150004,127070,9516,320
Brazil,2020-09-08,4168790,127595,18786,525
Brazil,2020-09-09,4205877,128752,37087,1157
Brazil,2020-09-10,4246638,129726,40761,974
Brazil,2020-09-11,4288171,130574,41533,848
Brazil,2020-09-12,4318971,131341,30800,767
Brazil,2020-09-13,4332991,131746,14020,405
Brazil,2020-09-14,4353602,132204,20611,458
Brazil,2020-09-15,4388154,133286,34552,1082
Brazil,2020-09-16,4425451,134248,37297,962
Brazil,2020-09-17,4461856,135117,36405,869
Brazil,2020-09-18,4501587,135945,39731,828
Brazil,2020-09-19,4531145,136626,29558,681
Brazil,2020-09-20,4546587,136977,15442,351
Brazil,2020-09-21,4564222,137443,17635,466
Brazil,2020-09-22,4599189,138237,34967,794
Brazil,2020-09-23,4631915,139169,32726,932
Brazil,2020-09-24,4663930,139964,32015,795
Brazil,2020-09-25,4696240,140786,32310,822
Brazil,2020-09-26,4720958,141508,24718,722
Brazil,2020-09-27,4734745,141847,13787,339
Brazil,2020-09-28,4751616,142238,16871,391
Brazil,2020-09-29,4784464,143096,32848,858
Brazil,2020-09-30,4817365,144078,32901,982
Brazil,2020-10-01,4853148,144851,35783,773
Brazil,2020-10-02,4885966,145505,32818,654
Brazil,2020-10-03,4908974,146093,23008,588
Brazil,2020-10-04,4917689,146451,8715,358
Brazil,2020-10-05,4943742,146844,26053,393
Brazil,2020-10-06,4975268,147654,31526,810
Brazil,2020-10-07,5006206,148379,30938,725
Brazil,2020-10-08,5033036,149114,26830,735
Brazil,2020-10-09,5060769,149768,27733,654
Brazil,2020-10-10,5084513,150302,23744,534
Brazil,2020-10-11,5096704,150580,12191,278
Brazil,2020-10-12,5105340,150774,8636,194
Brazil,2020-10-13,5118699,151152,13359,378
Brazil,2020-10-14,5146543,151884,27844,732
Brazil,2020-10-15,5176969,152698,30426,814
Brazil,2020-10-16,5205565,153341,28596,643
Brazil,2020-10-17,5226341,153756,20776,415
Brazil,2020-10-18,5238392,153991,12051,235
Brazil,2020-10-19,5254971,154317,16579,326
Brazil,2020-10-20,5278737,154965,23766,648
Brazil,2020-10-21,5304593,155536,25856,571
Brazil,2020-10-22,5329357,156041,24764,505
Brazil,2020-10-23,5359358,156604,30001,563
Brazil,2020-10-24,5384342,156991,24984,387
Brazil,2020-10-25,5396596,157224,12254,233
Brazil,2020-10-26,5415207,157526,18611,302
Brazil,2020-10-27,5445189,158052,29982,526
Brazil,2020-10-28,5473540,158556,28351,504
Brazil,2020-10-29,5500240,159107,26700,551
Brazil,2020-10-30,5524593,159680,24353,573
Brazil,2020-10-31,5537763,159972,13170,292
Brazil,2020-11-01,5547951,160175,10188,203
Brazil,2020-11-02,5556200,160340,8249,165
Brazil,2020-11-03,5570782,160628,14582,288
Brazil,2020-11-04,5594098,161246,23316,618
Brazil,2020-11-05,5617943,161849,23845,603
Brazil,2020-11-06,5638143,162120,20200,271
Brazil,2020-11-07,5655887,162348,17744,228
Brazil,2020-11-08,5666389,162538,10502,190
Brazil,2020-11-09,5679803,162724,13414,186
Brazil,2020-11-10,5726227,162922,46424,198
Brazil,2020-11-11,5752474,163496,26247,574
Brazil,2020-11-12,5786393,164429,33919,933
Brazil,2020-11-13,5825111,165005,38718,576
Brazil,2020-11-14,5851389,165739,26278,734
Brazil,2020-11-15,5865295,165879,13906,140
Brazil,2020-11-16,5881039,166136,15744,257
Brazil,2020-11-17,5916529,166814,35490,678
Brazil,2020-11-18,5951281,167568,34752,754
Brazil,2020-11-19,5987143,168218,35862,650
Brazil,2020-11-20,6025913,168731,38770,513
Brazil,2020-11-21,6056135,169088,30222,357
Brazil,2020-11-22,6074061,169266,17926,178
Brazil,2020-11-23,6092219,169621,18158,355
Brazil,2020-11-24,6126752,170248,34533,627
Brazil,2020-11-25,6171380,170871,44628,623
Brazil,2020-11-26,6212265,171581,40885,710
Brazil,2020-11-27,6245773,172140,33508,559
Brazil,2020-11-28,6297258,172684,51485,544
Brazil,2020-11-29,6318270,172917,21012,233
Brazil,2020-11-30,6341965,173268,23695,351
Brazil,2020-12-01,6393950,173953,51985,685
Brazil,2020-12-02,6442425,174632,48475,679
Brazil,2020-12-03,6492564,175393,50139,761
Brazil,2020-12-04,6540235,176071,47671,678
Brazil,2020-12-05,6580517,176718,40282,647
Brazil,2020-12-06,6606947,177058,26430,340
Brazil,2020-12-07,6633971,177483,27024,425
Brazil,2020-12-08,6681767,178281,47796,798
Brazil,2020-12-09,6736358,179134,54591,853
Brazil,2020-12-10,6789908,179903,53550,769
Brazil,2020-12-11,6842458,180564,52550,661
Brazil,2020-12-12,6884782,181241,42324,677
Brazil,2020-12-13,6906811,181536,22029,295
Brazil,2020-12-14,6934191,182049,27380,513
Brazil,2020-12-15,6982223,182983,48032,934
Brazil,2020-12-16,7048347,183924,66124,941
Brazil,2020-12-17,7117046,184985,68699,1061
Brazil,2020-12-18,7169899,185802,52853,817
Brazil,2020-12-19,7218141,186461,48242,659
Brazil,2020-12-20,7242625,186880,24484,419
Brazil,2020-12-21,7270270,187441,27645,561
Brazil,2020-12-22,7326935,188410,56665,969
Brazil,2020-12-23,7372614,189375,45679,965
Brazil,2020-12-24,7430825,190135,58211,760
Brazil,2020-12-25,7452008,190617,21183,482
Brazil,2020-12-26,7469541,190913,17533,296
Brazil,2020-12-27,7487155,191250,17614,337
Brazil,2020-12-28,7514592,191788,27437,538
Brazil,2020-12-29,7570963,192839,56371,1051
Brazil,2020-12-30,7626563,194056,55600,1217
Brazil,2020-12-31,7681032,195072,54469,1016
Brazil,2021-01-01,7703971,195541,22939,469
Brazil,2021-01-02,7719324,195834,15353,293
Brazil,2021-01-03,7736514,196145,17190,311
Brazil,2021-01-04,7761553,196742,25039,597
Brazil,2021-01-05,7819636,197930,58083,1188
Brazil,2021-01-06,7882143,199161,62507,1231
Brazil,2021-01-07,7970112,200679,87969,1518
Brazil,2021-01-08,8029698,201760,59586,1081
Brazil,2021-01-09,8081091,202769,51393,1009
Brazil,2021-01-10,8110118,203259,29027,490
Brazil,2021-01-11,8140865,203750,30747,491
Brazil,2021-01-12,8205289,204875,64424,1125
Brazil,2021-01-13,8265116,206139,59827,1264
Brazil,2021-01-14,8333445,207293,68329,1154
Brazil,2021-01-15,8402542,208428,69097,1135
Brazil,2021-01-16,8460987,209442,58445,1014
Brazil,2021-01-17,8492403,209993,31416,551
Brazil,2021-01-18,8521336,210469,28933,476
Brazil,2021-01-19,8583485,211629,62149,1160
Brazil,2021-01-20,8647962,213024,64477,1395
Brazil,2021-01-21,8706912,214371,58950,1347
Brazil,2021-01-22,8763517,215442,56605,1071
Brazil,2021-01-23,8821815,216587,58298,1145
Brazil,2021-01-24,8850334,217182,28519,595
Brazil,2021-01-25,8880864,217872,30530,690
Brazil,2021-01-26,8942472,219027,61608,1155
Brazil,2021-01-27,9007244,220363,64772,1336
Brazil,2021-01-28,9068004,221801,60760,1438
Brazil,2021-01-29,9127507,222888,59503,1087
Brazil,2021-01-30,9180621,224080,53114,1192
Brazil,2021-01-31,9208521,224648,27900,568
Brazil,2021-02-01,9237011,225271,28490,623
Brazil,2021-02-02,9293289,226532,56278,1261
Brazil,2021-02-03,9347703,227731,54414,1199
Brazil,2021-02-04,9404810,229007,57107,1276
Brazil,2021-02-05,9456500,230258,51690,1251
Brazil,2021-02-06,9502810,231195,46310,937
Brazil,2021-02-07,9528972,231684,26162,489
Brazil,2021-02-08,9557558,232405,28586,721
Brazil,2021-02-09,9608775,233720,51217,1315
Brazil,2021-02-10,9669883,235081,61108,1361
Brazil,2021-02-11,9723487,236523,53604,1442
Brazil,2021-02-12,9772429,237743,48942,1220
Brazil,2021-02-13,9817285,238768,44856,1025
Brazil,2021-02-14,9848008,239421,30723,653
Brazil,2021-02-15,9873816,240032,25808,611
Brazil,2021-02-16,9939100,241124,65284,1092
Brazil,2021-02-17,9986325,242313,47225,1189
Brazil,2021-02-18,10039804,243752,53479,1439
Brazil,2021-02-19,10091961,245083,52157,1331
Brazil,2021-02-20,10144332,246114,52371,1031
Brazil,2021-02-21,10173817,246720,29485,606
Brazil,2021-02-22,10205663,247431,31846,711
Brazil,2021-02-23,10269248,248790,63585,1359
Brazil,2021-02-24,10334634,250236,65386,1446
Brazil,2021-02-25,10402913,251811,68279,1575
Brazil,2021-02-26,10466308,253154,63395,1343
Brazil,2021-02-27,10524726,254406,58418,1252
Brazil,2021-02-28,10558091,255179,33365,773
Brazil,2021-03-01,10598476,256007,40385,828
Brazil,2021-03-02,10658171,257728,59695,1721
Brazil,2021-03-03,10731070,259576,72899,1848
Brazil,2021-03-04,10807092,261384,76022,1808
Brazil,2021-03-05,10879597,263098,72505,1714
Brazil,2021-03-06,10946501,264588,66904,1490
Brazil,2021-03-07,11028185,265686,81684,1098
Brazil,2021-03-08,11064770,266808,36585,1122
Brazil,2021-03-09,11136064,268759,71294,1951
Brazil,2021-03-10,11217531,271140,81467,2381
Brazil,2021-03-11,11294602,273335,77071,2195
Brazil,2021-03-12,11377073,275457,82471,2122
Brazil,2021-03-13,11447416,277413,70343,1956
Brazil,2021-03-14,11490864,278483,43448,1070
Brazil,2021-03-15,11535178,279817,44314,1334
Brazil,2021-03-16,11620823,282667,85645,2850
Brazil,2021-03-17,11709475,285328,88652,2661
Brazil,2021-03-18,11797401,288052,87926,2724
Brazil,2021-03-19,11885660,290708,88259,2656
Brazil,2021-03-20,11958814,293076,73154,2368
Brazil,2021-03-21,12006259,294323,47445,1247
Brazil,2021-03-22,12062229,295926,55970,1603
Brazil,2021-03-23,12147437,299073,85208,3147
Brazil,2021-03-24,12238343,301390,90906,2317
Brazil,2021-03-25,12336604,304044,98261,2654
Brazil,2021-03-26,12416950,307554,80346,3510
Brazil,2021-03-27,12498653,310963,81703,3409
Brazil,2021-03-28,12545611,312545,46958,1582
Brazil,2021-03-29,12588226,314558,42615,2013
Brazil,2021-03-30,12674667,318213,86441,3655
Brazil,2021-03-31,12763392,322138,88725,3925
Brazil,2021-04-01,12851165,325793,87773,3655
Brazil,2021-04-02,12920540,328594,69375,2801
Brazil,2021-04-03,12959895,330503,39355,1909
Brazil,2021-04-04,12992213,331745,32318,1242
Brazil,2021-04-05,13034887,333657,42674,1912
Brazil,2021-04-06,13120019,337725,85132,4068
Brazil,2021-04-07,13208715,341396,88696,3671
Brazil,2021-04-08,13297270,345544,88555,4148
Brazil,2021-04-09,13385380,349296,88110,3752
Brazil,2021-04-10,13451932,351674,66552,2378
Brazil,2021-04-11,13491107,353531,39175,1857
Brazil,2021-04-12,13530757,355242,39650,1711
Brazil,2021-04-13,13613418,358999,82661,3757
Brazil,2021-04-14,13688024,362444,74606,3445
Brazil,2021-04-15,13759207,365935,71183,3491
Brazil,2021-04-16,13843594,369272,84387,3337
Brazil,2021-04-17,13912159,372149,68565,2877
Brazil,2021-04-18,13950997,373671,38838,1522
Brazil,2021-04-19,13987519,375427,36522,1756
Brazil,2021-04-20,14060162,378774,72643,3347
Brazil,2021-04-21,14134150,381971,73988,3197
Brazil,2021-04-22,14182258,384022,48108,2051
Brazil,2021-04-23,14251539,387064,69281,3042
Brazil,2021-04-24,14315320,389830,63781,2766
Brazil,2021-04-25,14348961,391164,33641,1334
Brazil,2021-04-26,14381359,392544,32398,1380
Brazil,2021-04-27,14457203,395625,75844,3081
Brazil,2021-04-28,14534482,398637,77279,3012
Brazil,2021-04-29,14603096,401669,68614,3032
Brazil,2021-04-30,14675104,404530,72008,2861
Brazil,2021-05-01,14733396,406770,58292,2240
Brazil,2021-05-02,14762684,408036,29288,1266
Brazil,2021-05-03,14801673,409161,38989,1125
Brazil,2021-05-04,14871208,412140,69535,2979
Brazil,2021-05-05,14947580,414911,76372,2771
Brazil,2021-05-06,15019870,417447,72290,2536
Brazil,2021-05-07,15096714,419633,76844,2186
Brazil,2021-05-08,15158475,421715,61761,2082
Brazil,2021-05-09,15191195,422637,32720,922
Brazil,2021-05-10,15227496,423748,36301,1111
Brazil,2021-05-11,15297602,425993,70106,2245
Brazil,2021-05-12,15373850,428574,76248,2581
Brazil,2021-05-13,15453880,430851,80030,2277
Brazil,2021-05-14,15531794,433038,77914,2187
Brazil,2021-05-15,15599145,435039,67351,2001
Brazil,2021-05-16,15636709,436100,37564,1061
Brazil,2021-05-17,15672307,437185,35598,1085
Brazil,2021-05-18,15747112,439636,74805,2451
Brazil,2021-05-19,15827375,442136,80263,2500
Brazil,2021-05-20,15910762,444647,83387,2511
Brazil,2021-05-21,15987393,446773,76631,2126
Brazil,2021-05-22,16055289,448499,67896,1726
Brazil,2021-05-23,16093784,449388,38495,889
Brazil,2021-05-24,16131264,450250,37480,862
Brazil,2021-05-25,16205305,452434,74041,2184
Brazil,2021-05-26,16285550,454897,80245,2463
Brazil,2021-05-27,16350081,456998,64531,2101
Brazil,2021-05-28,16403969,459424,53888,2426
Brazil,2021-05-29,16479832,461365,75863,1941
Brazil,2021-05-30,16521281,462278,41449,913
Brazil,2021-05-31,16557888,463244,36607,966
Brazil,2021-06-01,16636801,465578,78913,2334
Brazil,2021-06-02,16733079,468086,96278,2508
Brazil,2021-06-03,16809146,470000,76067,1914
Brazil,2021-06-04,16852317,471191,43171,1191
Brazil,2021-06-05,16913984,472861,61667,1670
Brazil,2021-06-06,16954327,473741,40343,880
Brazil,2021-06-07,16994043,474890,39716,1149
Brazil,2021-06-08,17049756,477538,55713,2648
Brazil,2021-06-09,17134623,479930,84867,2392
Brazil,2021-06-10,17225867,482435,91244,2505
Brazil,2021-06-11,17312179,484612,86312,2177
Brazil,2021-06-12,17385952,486586,73773,1974
Brazil,2021-06-13,17422936,487706,36984,1120
Brazil,2021-06-14,17465628,488726,42692,1020
Brazil,2021-06-15,17552769,491411,87141,2685
Brazil,2021-06-16,17639297,494113,86528,2702
Brazil,2021-06-17,17715789,496427,76492,2314
Brazil,2021-06-18,17811233,498903,95444,2476
Brazil,2021-06-19,17889167,501108,77934,2205
Brazil,2021-06-20,17933754,502139,44587,1031
Brazil,2021-06-21,17979164,503120,45410,981
Brazil,2021-06-22,18103412,505223,124248,2103
Brazil,2021-06-23,18180808,507488,77396,2265
Brazil,2021-06-24,18257432,509526,76624,2038
Brazil,2021-06-25,18332493,511534,75061,2008
Brazil,2021-06-26,18393158,513051,60665,1517
Brazil,2021-06-27,18425138,513772,31980,721
Brazil,2021-06-28,18457197,514486,32059,714
Brazil,2021-06-29,18523153,516424,65956,1938
Brazil,2021-06-30,18570296,518488,47143,2064
Brazil,2021-07-01,18631426,520420,61130,1932
Brazil,2021-07-02,18694998,522296,63572,1876
Brazil,2021-07-03,18748731,523932,53733,1636
Brazil,2021-07-04,18774193,524703,25462,771
Brazil,2021-07-05,18802128,525492,27935,789
Brazil,2021-07-06,18863811,527251,61683,1759
Brazil,2021-07-07,18917978,528836,54167,1585
Brazil,2021-07-08,18972125,530563,54147,1727
Brazil,2021-07-09,19030577,532035,58452,1472
Brazil,2021-07-10,19074698,533193,44121,1158
Brazil,2021-07-11,19093845,533758,19147,565
Brazil,2021-07-12,19113078,534540,19233,782
Brazil,2021-07-13,19161644,536199,48566,1659
Brazil,2021-07-14,19217741,537735,56097,1536
Brazil,2021-07-15,19272139,539344,54398,1609
Brazil,2021-07-16,19315054,540733,42915,1389
Brazil,2021-07-17,19364084,542004,49030,1271
Brazil,2021-07-18,19380831,542485,16747,481
Brazil,2021-07-19,19397587,543153,16756,668
Brazil,2021-07-20,19428736,544532,31149,1379
Brazil,2021-07-21,19484572,545932,55836,1400
Brazil,2021-07-22,19533253,547363,48681,1431
Brazil,2021-07-23,19640373,548654,107120,1291
Brazil,2021-07-24,19675021,549735,34648,1081
Brazil,2021-07-25,19693277,550214,18256,479
Brazil,2021-07-26,19714719,550839,21442,625
Brazil,2021-07-27,19758310,552128,43591,1289
Brazil,2021-07-28,19805359,553501,47049,1373
Brazil,2021-07-29,19846680,554842,41321,1341
Brazil,2021-07-30,19887058,555727,40378,885
Brazil,2021-07-31,19922146,556676,35088,949
Brazil,2021-08-01,19942499,557091,20353,415
Brazil,2021-08-02,19961374,557635,18875,544
Brazil,2021-08-03,19993870,558872,32496,1237
Brazil,2021-08-04,20034407,559944,40537,1072
Brazil,2021-08-05,20073891,561070,39484,1126
Brazil,2021-08-06,20116562,562029,42671,959
Brazil,2021-08-07,20156095,563028,39533,999
Brazil,2021-08-08,20169989,563417,13894,389
Brazil,2021-08-09,20185531,563925,15542,508
Brazil,2021-08-10,20220993,565193,35462,1268
Brazil,2021-08-11,20256436,566238,35443,1045
Brazil,2021-08-12,20292294,567254,35858,1016
Brazil,2021-08-13,20325289,568146,32995,892
Brazil,2021-08-14,20354591,569058,29302,912
Brazil,2021-08-15,20368358,569447,13767,389
Brazil,2021-08-16,20386548,569861,18190,414
Brazil,2021-08-17,20425554,570955,39006,1094
Brazil,2021-08-18,20465725,571945,40171,990
Brazil,2021-08-19,20501738,572968,36013,1023
Brazil,2021-08-20,20535951,573862,34213,894
Brazil,2021-08-21,20561273,574473,25322,611
Brazil,2021-08-22,20575218,574806,13945,333
Brazil,2021-08-23,20590872,575223,15654,417
Brazil,2021-08-24,20622681,576082,31809,859
Brazil,2021-08-25,20652660,576969,29979,887
Brazil,2021-08-26,20683583,577840,30923,871
Brazil,2021-08-27,20711339,578658,27756,818
Brazil,2021-08-28,20734286,579287,22947,629
Brazil,2021-08-29,20745549,579565,11263,278
Brazil,2021-08-30,20758350,579883,12801,318
Brazil,2021-08-31,20785196,580764,26846,881
